Average_Rating,Brand,Date,Express,Get_It_BY,Link,Name,Price,Rating_count,Sale_price,Sponsered
,DubaiGallery,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/yoga-mat-fitness-gym-men-and-women-fitness-yoga-exercise-met-for-workout-pilates-and-meditation-gym-workout-flooring/Z4FCE176B658A98C26C11Z/p/?o=z4fce176b658a98c26c11z-1,DubaiGallery Yoga Mat Fitness Gym Men and Women Fitness Yoga Exercise Met for Workout Pilates and Meditation Gym Workout Flooring ,39,,,
,UKR,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/ukr-tri-fold-portable-non-slip-yoga-mat-fitness-mat-gym-mat-travel-exercise-training-aerobic-mat-fitness-gym-gymnastics-balance-padded-mat-blue-183x61x2-2-cm/Z274EF3F6E0CF52B104EEZ/p/?o=z274ef3f6e0cf52b104eez-1,UKR UKR Tri-Fold Portable Non-Slip Yoga Mat Fitness Mat Gym Mat Travel Exercise Training Aerobic Mat Fitness Gym & Gymnastics Balance Padded Mat Blue (183x61x2.2 cm) ,109.95,, 123,
3.8,NNEWVANTE,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/nnewvante-silk-sleep-mask-2-pack-100-real-natural-pure-silk-eye-mask-with-adjustable-strap-eye-mask-for-sleeping-eye-sleep-shade-cover-blocks-light-reduces-puffy-eyes-gifts/Z549615CC1C4033D14D98Z/p/?o=z549615cc1c4033d14d98z-1,"NNEWVANTE Nnewvante Silk Sleep Mask, 2 Pack 100% Real Natural Pure Silk Eye Mask with Adjustable Strap, Eye Mask for Sleeping, Eye Sleep Shade Cover, Blocks Light Reduces Puffy Eyes Gifts ",23.95,3, 35.95,Y
,LYNLYN,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/1-5m-resistance-bands-for-yoga-pilates-strength-training-elastic-bands-for-flexibility-rehab-fitness-ideal-for-men-women-purple/ZC9120F5FA66B652CD3C3Z/p/?o=zc9120f5fa66b652cd3c3z-1,"LYNLYN 1.5m Resistance Bands for Yoga, Pilates, Strength Training, Elastic Bands for Flexibility, Rehab, Fitness, Ideal for Men & Women (Purple) ",29.90,, 79,Y
,Motim,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-foam-bricks-fitness-equinment-block-9-x-6-x-3cm/N30116717A/p/?o=ef82480bd4a1649f,Motim Yoga Foam Bricks Fitness Equinment Block 9 x 6 x 3cm ,24.45,,,
5.0,Depend,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/non-slip-socks-women-fashion-all-season-socks-sports-casual-simple-striped-colors-for-pilates-yoga-barre-ballet-dance-fitness-football-hospital-mid-tube-socks-free-size-3-pair/ZB632C9DAF2781BC9181BZ/p/?o=zb632c9daf2781bc9181bz-1,Depend Non Slip Socks Women Fashion All Season Socks Sports Casual Simple Striped Colors for Pilates Yoga Barre Ballet Dance Fitness Football Hospital Mid-Tube Socks Free Size 3-Pair ,57.30,1, 75,
5.0,ZCM-HAPPY,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-fitness-exercise-ball-with-air-pump-75cm/ZE3FFF1B6FFB81E419224Z/p/?o=ze3fff1b6ffb81e419224z-1,ZCM-HAPPY Yoga Fitness Exercise Ball With Air Pump 75cm ,33,2, 55,
,Spall,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/yoga-mat-non-slip-yoga-mat-with-strap-included-10mm-thick-exercise-mat-yoga-and-many-other-home-workouts/ZC6C9145A3D25DF55B11AZ/p/?o=zc6c9145a3d25df55b11az-1,"Spall Yoga Mat Non Slip,Yoga Mat with Strap Included 10mm Thick Exercise Mat Yoga and Many Other Home Workouts ",38.50,, 80,
,Y&D,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-barre-socks-non-slip-anti-skid-sticky-silicone-grips-cotton-for-pilates-gym-pure-ballet-dance-barefoot-workout-ankle-multiuse-black-grey-skin-color-3pcs/Z2F9046D53376D3F6A8B7Z/p/?o=z2f9046d53376d3f6a8b7z-1,Y&D Yoga Barre Socks Non Slip Anti Skid Sticky Silicone Grips Cotton for Pilates Gym Pure Ballet Dance Barefoot Workout Ankle Multiuse Black Grey Skin Color 3Pcs ,50,, 69,
4.4,GROIC,2024-10-10,,1 HR 23 MINS,https://www.noon.com//uae-en/5kg-sandbell-sandbag-filled-exercise-pattern-workout-bag-use-at-home-gym-equipment-an-anywhere-sand-bag-kettlebell-ships-pre-filled-for-fitness/ZCAFC184D73864AC47048Z/p/?o=bcbb5d70c1c86e0d,GROIC 5Kg SandBell Sandbag Filled Exercise Pattern Workout Bag Use at Home Gym Equipment an Anywhere Sand Bag Kettlebell Ships Pre-Filled for Fitness ,45,6, 200,
4.2,SkyLand,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/unisex-comfortable-and-extra-protection-anti-skid-tpe-yoga-mat-61-183cm/N35881029A/p/?o=b96b6e771577d99d,SkyLand Unisex Comfortable and Extra Protection Anti-Skid TPE Yoga Mat 61*183cm ,55,23,,
4.8,Bernessi,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/8mm-yoga-mat-with-carrying-strap-anti-slip-for-home-workout-exercises-meditation-eco-friendly-non-skid-tpe-yoga-mattres-for-pilates-183x61x0-8cm-thick-pink-black-color/Z24E1B5B4FDE8BB5C6111Z/p/?o=z24e1b5b4fde8bb5c6111z-1,"Bernessi 8MM Yoga Mat with Carrying Strap Anti-Slip for Home Workout Exercises Meditation Eco Friendly, Non Skid TPE Yoga Mattres for Pilates 183x61x0.8cm Thick, Pink/Black Color ",69.90,51, 165,Y
,URbazaar,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-mat-for-women-and-men-extra-long-and-wide-exercise-mat-72-x24-large-non-slip-workout-mat-for-yoga-pilates-fitness-barefoot-workouts-home-gym-studio/Z603FF8FD1BFB572D8D9FZ/p/?o=z603ff8fd1bfb572d8d9fz-1,"URbazaar Yoga Mat for Women and Men, Extra Long and Wide Exercise Mat(72""x24""), Large Non Slip Workout Mat for Yoga, Pilates, Fitness, Barefoot Workouts, Home Gym Studio ",59.90,, 69.90,Y
4.6,ORiTi,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/stretch-strap-with-exercise-guide-versatile-multi-loop-perfect-for-yoga-pilates-and-physical-therapy-portable-helps-improve-flexibility/Z184FBC1B30D0C5DACA2DZ/p/?o=z184fbc1b30d0c5daca2dz-1,ORiTi Stretch Strap with Exercise Guide Versatile Multi-Loop Perfect for Yoga Pilates and Physical Therapy Portable Helps Improve Flexibility ,28,2, 29,Y
5.0,GROIC,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/yoga-socks-for-non-slip-women-sock-five-toe-with-grips-toeless-one-size-for-yoga-barre-pilates-dance/Z48ED3C6D1547FC65E273Z/p/?o=z48ed3c6d1547fc65e273z-1,https://www.noon.com//uae-en/yoga-socks-for-non-slip-women-sock-five-toe-with-grips-toeless-one-size-for-yoga-barre-pilates-dance/Z48ED3C6D1547FC65E273Z/p/?o=a51de5aabc8593cd,https://www.noon.com//uae-en/yoga-socks-for-non-slip-women-sock-five-toe-with-grips-toeless-one-size-for-yoga-barre-pilates-dance/Z48ED3C6D1547FC65E273Z/p/?o=z48ed3c6d1547fc65e273z-1","GROIC Yoga Socks for Non-Slip Women Sock Five Toe with Grips Toeless One Size for Yoga, Barre, Pilates, Dance ",22.60,2, 100,
4.7,SYOSI,2024-10-10,,1 HR 23 MINS,https://www.noon.com//uae-en/resistance-bands-professional-exercise-bands-long-natural-latex-elastic-bands/Z05402886C913AB3EEB09Z/p/?o=e49140bbbf45dedc,SYOSI Resistance Bands Professional Exercise Bands Long Natural Latex Elastic Bands ,32.70,12,,
5.0,Maston,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-pilates-ring-fitness-magic-circle-wrap-slimming-body-building-fitness-accessories-foamroller/Z532ED4BF3B873929AEF6Z/p/?o=z532ed4bf3b873929aef6z-1,Maston Yoga Pilates Ring Fitness Magic Circle Wrap Slimming Body Building Fitness Accessories foamroller ,35,1, 39,
4.2,Fitness,2024-10-10,,1 HR 23 MINS,https://www.noon.com//uae-en/exercise-swiss-ball-75cm/N16660086A/p/?o=d2973e7b4167d33b,Fitness World Exercise Swiss Ball 75cm ,30.05,48, 38,
,Excefore,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/resistance-bands-professional-exercise-bands-long-natural-latex-elastic-bands/Z118F49B60A9AC273115CZ/p/?o=z118f49b60a9ac273115cz-1,Excefore Resistance Bands Professional Exercise Bands Long Natural Latex Elastic Bands ,32.70,, 39.90,
4.9,limodo,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/anti-tear-exercise-mat-with-carrying-strap-60x15cm/N48547358A/p/?o=a73e68c31e339e8c,limodo Anti-Tear Exercise Mat With Carrying Strap 60x15cm ,37.20,15, 45.95,
,Gaiam,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/6mm-premium-mandala-yoga-mat/Z25D4BDA82C9769BF5FBBZ/p/?o=z25d4bda82c9769bf5fbbz-1,Gaiam 6Mm  Premium Mandala Yoga Mat ,52,, 165,
4.7,ZCM-HAPPY,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/2-piece-set-of-yoga-props-bricks/Z717157531B847D80D1F9Z/p/?o=z717157531b847d80d1f9z-1,ZCM-HAPPY 2 Piece Set Of Yoga Props Bricks ,25,7,,
4.4,ZCM-HAPPY,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-fitness-exercise-ball-with-air-pump-75cm/ZAD8031CED5EAB0061F80Z/p/?o=zad8031ced5eab0061f80z-1,ZCM-HAPPY Yoga Fitness Exercise Ball With Air Pump 75cm ,33,2,,
,GROIC,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/ab-roller-for-abs-workout-pilates-bar-kit-with-resistance-band-set-exercise-bar-with-ab-roller-yoga-stretching-equipment-core-strength-training-equipment-portable-home-gym-for-men-and-women/Z537AAA58F5ED089134C9Z/p/?o=z537aaa58f5ed089134c9z-1,https://www.noon.com//uae-en/ab-roller-for-abs-workout-pilates-bar-kit-with-resistance-band-set-exercise-bar-with-ab-roller-yoga-stretching-equipment-core-strength-training-equipment-portable-home-gym-for-men-and-women/Z537AAA58F5ED089134C9Z/p/?o=baf9e48161d15c0d,https://www.noon.com//uae-en/ab-roller-for-abs-workout-pilates-bar-kit-with-resistance-band-set-exercise-bar-with-ab-roller-yoga-stretching-equipment-core-strength-training-equipment-portable-home-gym-for-men-and-women/Z537AAA58F5ED089134C9Z/p/?o=z537aaa58f5ed089134c9z-1","GROIC Ab Roller for Abs Workout, Pilates Bar Kit with Resistance Band Set, Exercise Bar with AB Roller, Yoga Stretching Equipment, Core Strength Training Equipment, Portable Home Gym for Men and Women ",104.35,, 200,
4.5,Body,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/body-builder-yoga-roller-42x14x14cm/N38544352A/p/?o=cc0cf21e314b206d,https://www.noon.com//uae-en/body-builder-yoga-roller-42x14x14cm/N38544352A/p/?o=b24fe4d789f2240f,https://www.noon.com//uae-en/body-builder-yoga-roller-42x14x14cm/N38544352A/p/?o=cc0cf21e314b206d",Body Builder Body Builder Yoga Roller 42x14x14cm ,27.40,35, 38,
4.4,yoga,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/foldable-non-slip-yoga-mat-6mm/N34539674A/p/?o=f24deeae2ac03f2b,yoga mat Foldable Non-Slip Yoga Mat 6mm ,32.50,438, 32.60,
5.0,Rock,2024-10-10,,1 HR 23 MINS,https://www.noon.com//uae-en/acupressure-mat-66-x-42cm/N43250380A/p/?o=df61c26ed615462f,Rock Pow Acupressure Mat 66 x 42cm ,48.15,1,,
5.0,BOLDFIT,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/durable-and-comfy-texture-yoga-belt-strap-for-stretching-with-extra-safe-adjustable-d-ring-buckle/ZB9CDE67D0E9D26CAE10DZ/p/?o=zb9cde67d0e9d26cae10dz-1,BOLDFIT Durable and Comfy Texture Yoga Belt Strap For Stretching with Extra Safe Adjustable D-Ring Buckle ,39,1, 59,
,Adidas,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/fitness-mat-7mm-dark-green/Z4FBC4BFA6B5CB3EA81CFZ/p/?o=z4fbc4bfa6b5cb3ea81cfz-1,Adidas Fitness Mat - 7Mm - Dark Green ,107.05,, 115,
,HaveDream,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/women-s-yoga-socks-split-toe-non-slip-socks-pilates-socks-five-toe-sports-socks-light-green/Z670288C6FB154958BEEFZ/p/?o=z670288c6fb154958beefz-1,"HaveDream Women's Yoga Socks, Split-Toe Non-Slip Socks Pilates Socks Five-Toe Sports Socks - Light Green ",21,, 28,
,Adidas,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/fitness-mat-10mm-dark-green/Z8E2E75E9B01F70A5C6DAZ/p/?o=z8e2e75e9b01f70a5c6daz-1,Adidas Fitness Mat - 10Mm - Dark Green ,142.30,, 155,
,Generic,2024-10-10,,,https://www.noon.com//uae-en/adjustable-anti-gravity-home-aerial-yoga-hammock-swing-trapeze-inversion-tool-250-150cm/N42326497A/p/?o=bb0af8063147934d,Generic Adjustable Anti-Gravity Home Aerial Yoga Hammock Swing Trapeze Inversion Tool 250*150cm ,177.05,, 520,Y
,WENBO,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/balance-trainer-with-resistance-bands-balance-board-yoga-half-ball-air-dome-balance-ball-with-pump-improve-core-and-ab-strength-with-full-body-home-gym-workouts-or-fitness-training/Z8E11327164B07C1284D1Z/p/?o=z8e11327164b07c1284d1z-1,"WENBO Balance Trainer with Resistance Bands, Balance Board, Yoga Half Ball, Air Dome Balance Ball with Pump,Improve Core and Ab Strength with Full Body Home Gym Workouts Or Fitness Training ",168.55,, 199,Y
,WENBO,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/foam-yoga-roller-for-body-muscle-relaxation-soft-box-pilates-home-gym-workout-45cm-blue/ZA28B493438BC447D6F73Z/p/?o=za28b493438bc447d6f73z-1,"WENBO Foam Yoga Roller For Body Muscle Relaxation Soft Box Pilates Home Gym Workout (45cm, Blue) ",42,, 48,Y
4.4,Kanteen,2024-10-10,,13 Oct,https://www.noon.com//uae-en/anti-burst-sports-swiss-yoga-aerobic-body-fitness-ball-65cm/N22815219A/p/?o=ecdeba83617ac31e,Kanteen Store Anti Burst Sports Swiss Yoga Aerobic Body Fitness Ball 65cm ,32,276, 44,
,Spall,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-mats-anti-slip-sport-fitness-mat-blanket-for-exercise-yoga-and-pilates-gymnastics-mat-fitness-equipment-6mm/Z131EFE3A0A418553788CZ/p/?o=z131efe3a0a418553788cz-1,Spall Yoga Mats Anti-slip Sport Fitness Mat Blanket For Exercise Yoga And Pilates Gymnastics Mat Fitness Equipment 6mm ,37,, 50,
,Manduka,2024-10-10,,16 Oct,https://www.noon.com//uae-en/prolite-yoga-mat-indulge-71-inch/ZAAF4543ABA27716CF7AFZ/p/?o=zaaf4543aba27716cf7afz-1,Manduka Prolite Yoga Mat Indulge 71 Inch ,490,,,
,GROIC,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/lifting-leggings-for-woman-high-waisted-seamless-yoga-compression-pants-gym-workout-tights-fitness-pants/Z99E39156A28E9886EBE3Z/p/?o=z99e39156a28e9886ebe3z-1,"GROIC Lifting Leggings for Woman,High Waisted Seamless Yoga Compression Pants Gym Workout Tights,Fitness Pants ",79.20,,,
,Yalla,2024-10-10,,13 Oct,https://www.noon.com//uae-en/yalla-homegym-30mm-extra-thick-rubber-heavy-duty-gym-floor-mat-commercial-gym-rubber-floor-tiles-shock-absorbing-1-squared-meter-black/ZE7C9F6AC8E92A3443C39Z/p/?o=ze7c9f6ac8e92a3443c39z-1,"Yalla HomeGym YALLA HomeGym 30MM EXTRA THICK Rubber Heavy-Duty Gym Floor Mat, Commercial Gym Rubber Floor Tiles Shock Absorbing 1 Squared Meter (BLACK) ",270,,,
,Arabest,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/rope-skipping-soundproof-mats-shock-absorbing-mats-large-yoga-mats-padded-indoor-sports-mats-and-static-for-fitness-users-sound-cushion/Z4FBC5C3351A2A3E1283BZ/p/?o=z4fbc5c3351a2a3e1283bz-1,"Arabest Rope Skipping Soundproof Mats, Shock-Absorbing Mats, Large Yoga Mats, Padded Indoor Sports Mats, And Static for Fitness Users Sound Cushion ",52.20,,,
3.8,DBLEW,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/4mm-thick-yoga-mat-knees-supportive-anti-slip-fitness-home-exercise-eco-friendly-ideal-for-all-types-of-pilates-floor-workouts-gym-stretching-61x173cm/Z7B5DD06DBFCED14AFA8CZ/p/?o=z7b5dd06dbfced14afa8cz-1,DBLEW 4mm Thick Yoga Mat Knees Supportive Anti Slip Fitness Home Exercise Eco Friendly Ideal For All Types Of Pilates Floor Workouts Gym Stretching 61x173cm ,27,12, 50,
4.7,Body,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-roller-column-33cm/N41312631A/p/?o=f1fe7aa56e62e56f,Body Builder Yoga Roller Column 33cm ,30.05,9, 35.95,
3.5,SYOSI,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/peanut-ball-exercise-yoga-balance-stability-sitting-anti-burst-ball-for-labor-birthing-kids-sensory-toys-home-gym-fintness-include-pump-strap/ZB3BECB6C88EAD33289D6Z/p/?o=zb3becb6c88ead33289d6z-1,"SYOSI Peanut Ball, Exercise Yoga Balance Stability Sitting Anti Burst Ball for Labor Birthing, Kids Sensory Toys, Home & Gym Fintness, Include Pump Strap ",81.95,3,,
5.0,GROIC,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/pilates-bar-kit-with-resistance-bands-6-x-resistance-bands-3-section-pilates-bar-with-stackable-bands-workout-equipment-for-legs-hip-waist-and-arm-exercise-fitness-equipment-for-adult/ZD8EDDD325573EC7B2A21Z/p/?o=zd8eddd325573ec7b2a21z-1,https://www.noon.com//uae-en/pilates-bar-kit-with-resistance-bands-6-x-resistance-bands-3-section-pilates-bar-with-stackable-bands-workout-equipment-for-legs-hip-waist-and-arm-exercise-fitness-equipment-for-adult/ZD8EDDD325573EC7B2A21Z/p/?o=a21d807f6d8a9aff,https://www.noon.com//uae-en/pilates-bar-kit-with-resistance-bands-6-x-resistance-bands-3-section-pilates-bar-with-stackable-bands-workout-equipment-for-legs-hip-waist-and-arm-exercise-fitness-equipment-for-adult/ZD8EDDD325573EC7B2A21Z/p/?o=zd8eddd325573ec7b2a21z-1","GROIC Pilates Bar Kit with Resistance Bands(6 x Resistance Bands),3-Section Pilates Bar with Stackable Bands Workout Equipment for Legs,Hip,Waist and Arm,Exercise Fitness Equipment for Adult ",92.90,1, 200,
5.0,RIOXS,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/5-pairs-yoga-socks-for-women-non-slip-grips-straps-non-slip-socks-for-yoga-pilates-ideal-for-pilates-ballet-dance-barefoot-workout/Z288231EEFD4008FE0C11Z/p/?o=z288231eefd4008fe0c11z-1,https://www.noon.com//uae-en/5-pairs-yoga-socks-for-women-non-slip-grips-straps-non-slip-socks-for-yoga-pilates-ideal-for-pilates-ballet-dance-barefoot-workout/Z288231EEFD4008FE0C11Z/p/?o=dc3c9af237d73bda,https://www.noon.com//uae-en/5-pairs-yoga-socks-for-women-non-slip-grips-straps-non-slip-socks-for-yoga-pilates-ideal-for-pilates-ballet-dance-barefoot-workout/Z288231EEFD4008FE0C11Z/p/?o=z288231eefd4008fe0c11z-1",RIOXS 5 Pairs Yoga Socks For Women Non-Slip Grips & Straps Non Slip Socks For Yoga Pilates Ideal For Pilates Ballet Dance Barefoot Workout ,46.05,1, 99,
,GROIC,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/5-in-1-foam-roller-set-for-deep-tissue-muscle-massage-trigger-point-fitness-exercise-foam-roller-massage-roller-massage-ball-stretching-strap-for-whole-body/ZA3DED90B9E16F14E8ED0Z/p/?o=za3ded90b9e16f14e8ed0z-1,https://www.noon.com//uae-en/5-in-1-foam-roller-set-for-deep-tissue-muscle-massage-trigger-point-fitness-exercise-foam-roller-massage-roller-massage-ball-stretching-strap-for-whole-body/ZA3DED90B9E16F14E8ED0Z/p/?o=ab6a3bdcee76c88a,https://www.noon.com//uae-en/5-in-1-foam-roller-set-for-deep-tissue-muscle-massage-trigger-point-fitness-exercise-foam-roller-massage-roller-massage-ball-stretching-strap-for-whole-body/ZA3DED90B9E16F14E8ED0Z/p/?o=za3ded90b9e16f14e8ed0z-1","GROIC 5 in 1 Foam Roller Set for Deep Tissue Muscle Massage, Trigger Point Fitness Exercise Foam Roller, Massage Roller, Massage Ball, Stretching Strap, for Whole Body ",96.95,, 200,
5.0,SHAPE,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/quick-dry-microfiber-absorbent-towel-set-of-l-s-buttoned-loop-with-pouch-compact-lightweight-antibacterial-for-beach-travel-camping-gym-workout-sports-yoga-fitness-hiking-with-shapeup-brand-keychain/ZDF70489150C22B11DC1CZ/p/?o=zdf70489150c22b11dc1cz-1,SHAPE UP Quick Dry Microfiber Absorbent Towel Set of L+S Buttoned Loop with Pouch Compact Lightweight Antibacterial for Beach Travel Camping Gym Workout Sports Yoga Fitness Hiking with ShapeUp Brand Keychain ,84,3, 110,
3.6,GROIC,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/waist-twist-board-fitness-waist-twist-plate-body-sculpting-waist-twist-machine-turntable-aerobic-fitness-equipment-exercise-balance-board-abdominal-muscle-training-board-sports-equipment/ZD289F6BF478600EE2058Z/p/?o=zd289f6bf478600ee2058z-1,https://www.noon.com//uae-en/waist-twist-board-fitness-waist-twist-plate-body-sculpting-waist-twist-machine-turntable-aerobic-fitness-equipment-exercise-balance-board-abdominal-muscle-training-board-sports-equipment/ZD289F6BF478600EE2058Z/p/?o=e937a0f17e237c8e,https://www.noon.com//uae-en/waist-twist-board-fitness-waist-twist-plate-body-sculpting-waist-twist-machine-turntable-aerobic-fitness-equipment-exercise-balance-board-abdominal-muscle-training-board-sports-equipment/ZD289F6BF478600EE2058Z/p/?o=zd289f6bf478600ee2058z-1","GROIC Waist Twist Board, Fitness Waist Twist Plate, Body Sculpting Waist Twist Machine Turntable, Aerobic Fitness Equipment, Exercise Balance Board, Abdominal Muscle Training Board, Sports Equipment ",58.85,10, 200,
5.0,ZCM-HAPPY,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/2-piece-set-of-yoga-props-bricks/ZFAEA6BA1519488AC1896Z/p/?o=zfaea6ba1519488ac1896z-1,ZCM-HAPPY 2 Piece Set Of Yoga Props Bricks ,25,1,,
4.6,Vitacelli,2024-10-10,,"1 HR 23 MINS,1 HR 23 MINS,11 - 12 Oct","https://www.noon.com//uae-en/facial-neck-lifting-machine-white/Z240D8A40A030A377C5B9Z/p/?o=z240d8a40a030a377c5b9z-1,https://www.noon.com//uae-en/facial-neck-lifting-machine-white/Z240D8A40A030A377C5B9Z/p/?o=c62f8d268b72e39d,https://www.noon.com//uae-en/facial-neck-lifting-machine-white/Z240D8A40A030A377C5B9Z/p/?o=z240d8a40a030a377c5b9z-1",Vitacelli Facial Neck Lifting Machine White ,50,3, 85,
4.5,SkyLand,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/anti-skid-yoga-mat-6-mm-purple-61-x-13-x-13cm/N35881030A/p/?o=ae4242abc0c8718a,SkyLand Anti-Skid Yoga Mat 6 mm - Purple 61 X  13 X 13cm ,55,36, 69,
4.3,BODY,2024-10-10,,1 HR 23 MINS,https://www.noon.com//uae-en/anti-burst-gymball-30inch/N16241886A/p/?o=c0e12db586759f2b,BODY SCULPTURE Anti-Burst Gymball 30inch ,65.65,7, 95,
,DEGA,2024-10-10,,16 Oct,https://www.noon.com//uae-en/exercise-mat-folding-thick-with-carrying-handles-for-tumbling-mma-martial-arts-gymnastics-stretching-core-workouts/Z2729870AF94FBE55FDFDZ/p/?o=z2729870af94fbe55fdfdz-1,"DEGA Exercise Mat Folding Thick with Carrying Handles for Tumbling, MMA, Martial Arts, Gymnastics, Stretching, Core Workouts ",160,,,
5.0,TYCOM,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/tycom-resistance-loop-bands-resistance-exercise-bands-set-workout-bands-flex-bands-for-home-fitness-stretching-strength-training-physical-therapy-yoga/ZE5D7520215AA49D4ED49Z/p/?o=ze5d7520215aa49d4ed49z-1,"TYCOM Tycom Resistance Loop Bands- Resistance Exercise Bands Set Workout Bands Flex bands for Home Fitness, Stretching, Strength Training, Physical Therapy, Yoga ",28.90,1, 49,Y
,MELA,2024-10-10,Y,12 Oct,https://www.noon.com//uae-en/mela-non-slip-yoga-mat-for-home-gym-6mm-thick-eco-friendly-tpe-cushioned-exercise-mat-with-carry-strap-perfect-for-yoga-pilates-fitness-training-gymnastics-essentials-beige/ZECB29782C8C4BD506B8EZ/p/?o=zecb29782c8c4bd506b8ez-1,"MELA MELA Non-Slip Yoga Mat for Home Gym - 6mm Thick, Eco-Friendly TPE, Cushioned Exercise Mat with Carry Strap - Perfect for Yoga, Pilates, Fitness Training, & Gymnastics Essentials  - Beige ",79,, 119,Y
,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/5-pieces-sports-wicking-instant-dry-cooling-towel/ZD47F076F0E799BD13A58Z/p/?o=zd47f076f0e799bd13a58z-1,Generic 5 Pieces Sports Wicking Instant Dry Cooling Towel ,30.50,, 59.95,Y
,DOOAIR,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/extra-thick-yoga-mat-purple-1cm/Z2B98E07D20A7B101ACD4Z/p/?o=z2b98e07d20a7b101acd4z-1,DOOAIR Extra Thick Yoga Mat Purple 1CM ,30,, 80,
,Tchibo,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-balance-pad-blue/Z6D02C944FF98B1862843Z/p/?o=z6d02c944ff98b1862843z-1,"Tchibo Yoga Balance Pad, Blue ",62.95,,,
5.0,Maston,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/yoga-pilates-ring-fitness-magic-circle-wrap-slimming-body-building-fitness-accessories-foamroller/Z532ED4BF3B873929AEF6Z/p/?o=z532ed4bf3b873929aef6z-1,Maston Yoga Pilates Ring Fitness Magic Circle Wrap Slimming Body Building Fitness Accessories foamroller ,35,1, 39,Y
5.0,Generic,2024-10-10,Y,11 - 12 Oct,https://www.noon.com//uae-en/extra-thick-high-density-anti-tear-exercise-yoga-mat/Z6AA422C01041A12BF086Z/p/?o=z6aa422c01041a12bf086z-1,Generic Extra Thick High Density Anti-Tear Exercise Yoga Mat ,29,2, 648,Y
